Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,,,,
São Paulo,-23.62,-46.65,-3,802,,,,,,,,,,,,,,,,,

Mês,Dia,Hora,TBS {C},TBU {C},T. Pto Orvalho {C},Pressao Atmosferica {kPa},Umidade {kg/kg},U. R. {%},Densidade do ar {kg/m3},Entalpia {BTU/LB},Velocidade do Vento {m/s},Direção do Vento {graus},Cobertura Total de Nuvens {decimas},Rad Horizontal Extraterreste {Wh/m2},Rad Global Horizontal {Wh/m2},Rad Direta {Wh/m2},Rad Direta Normal {Wh/m2},Rad Difusa Horizontal {Wh/m2},,,
3,26,12,24.2,20.2,18.2,92.3,0.014686802,71,1.057,61.6,2,60,0,1196,933,778,781,155,,,
3,26,13,26,20.5,17.9,92.2,0.014392346,62,1.050,62.7,0,0,1,1223,960,802,814,159,,,
3,26,14,27.9,21.8,19.1,92.2,0.015559991,60,1.041,67.6,2,170,3,1167,893,739,815,154,,,
3,26,15,29.2,23,20.4,92.1,0.016945069,60,1.033,72.5,0,0,4,1029,762,615,803,147,,,
3,26,16,30,23.5,20.8,92.0,0.017456663,59,1.029,74.6,0,0,6,821,542,372,648,170,,,
3,26,17,26.8,23.2,21.6,92.0,0.018304288,75,1.038,73.5,5,140,6,556,367,252,733,115,,,
3,26,18,22.9,22.7,22.3,92.0,0.0191309,98,1.050,71.5,4,130,8,251,136,58,148,78,,,
3,26,19,21.5,20,19.1,92.0,0.015579735,88,1.061,61.1,4,160,8,13,7,3,17,4,,,
3,26,20,21.2,19.5,18.5,92.1,0.014971897,86,1.065,59.2,3,80,9,0,0,0,0,0,,,
3,26,21,21,19.5,18.6,92.1,0.015055488,88,1.065,59.2,3,160,8,0,0,0,0,0,,,
3,26,22,20.9,19.5,18.6,92.2,0.015079872,88,1.067,59.2,3,110,10,0,0,0,0,0,,,
3,26,23,20.8,19.5,18.6,92.2,0.015121681,89,1.067,59.2,4,90,6,0,0,0,0,0,,,
3,26,24,20.5,19.5,18.8,92.3,0.015229759,92,1.069,59.2,3,90,4,0,0,0,0,0,,,
3,27,1,20.3,19.4,18.7,92.2,0.015189519,92,1.069,58.8,1,80,4,0,0,0,0,0,,,
3,27,2,20.2,19.5,18.9,92.2,0.015372666,94,1.069,59.2,1,90,5,0,0,0,0,0,,,
3,27,3,19.5,19,18.5,92.1,0.014981406,96,1.071,57.5,2,30,5,0,0,0,0,0,,,
3,27,4,19.4,19,18.5,92.1,0.015023216,96,1.071,57.5,2,50,5,0,0,0,0,0,,,
3,27,5,19.4,19,18.5,92.0,0.015040126,96,1.070,57.5,2,50,4,0,0,0,0,0,,,
3,27,6,19,18.4,17.8,92.0,0.014383502,95,1.072,55.5,1,90,4,0,0,0,0,0,,,
3,27,7,18.8,18.7,18.4,92.1,0.014859854,99,1.074,56.5,1,80,3,62,48,39,222,8,,,
3,27,8,18.2,18.1,17.8,92.1,0.014297018,99,1.077,54.4,1,30,6,357,236,162,381,74,,,
3,27,9,19.6,18.6,17.9,92.1,0.014388855,91,1.071,56.1,1,360,4,650,481,388,604,92,,,
3,27,10,22.5,19.5,17.9,92.2,0.014411758,77,1.062,59.1,0,0,5,897,632,483,589,149,,,
3,27,11,25,20.2,17.8,92.2,0.014371338,66,1.053,61.6,2,290,5,1082,763,582,620,180,,,
3,27,12,26,20.2,17.4,92.2,0.01395486,60,1.050,61.6,7,330,8,1191,643,275,276,369,,,
3,27,13,27.1,20.6,17.5,92.1,0.014099878,57,1.045,63.1,8,330,10,1219,463,61,62,402,,,
3,27,14,25,21,19.1,92.1,0.015571275,71,1.050,64.6,2,100,8,1161,627,268,295,359,,,
3,27,15,28,22,19.4,92.0,0.015870287,61,1.038,68.5,0,0,8,1024,553,236,308,317,,,
3,27,16,29,21.5,18.1,91.8,0.014718762,53,1.034,66.6,4,200,8,815,440,188,327,252,,,
3,27,17,25.1,21.5,19.8,91.8,0.016348694,74,1.045,66.7,6,180,8,550,297,127,369,170,,,
3,27,18,23,20.5,19.2,91.8,0.015719781,81,1.053,63.0,4,120,10,246,93,12,129,81,,,
3,27,19,21,19.5,18.6,92.0,0.015072946,88,1.064,59.3,3,170,10,11,4,1,3,4,,,
3,27,20,20.8,20.5,20.1,92.0,0.016604766,97,1.062,63.0,6,100,10,0,0,0,0,0,,,
3,27,21,20.7,20.2,19.7,92.0,0.016205707,96,1.063,61.8,4,190,10,0,0,0,0,0,,,
3,27,22,20.4,20,19.5,92.1,0.016022517,97,1.066,61.1,3,110,9,0,0,0,0,0,,,
3,27,23,20.1,19.6,19.1,92.1,0.015574003,96,1.068,59.6,3,210,9,0,0,0,0,0,,,
3,27,24,20.1,19.8,19.4,92.1,0.015859936,97,1.067,60.3,0,0,10,0,0,0,0,0,,,
3,28,1,19.5,19.5,19.2,92.0,0.015700677,100,1.068,59.3,2,230,10,0,0,0,0,0,,,
3,28,2,19.3,19,18.6,92.0,0.015081942,97,1.070,57.5,4,220,10,0,0,0,0,0,,,
3,28,3,19.3,19,18.6,92.0,0.015081942,97,1.070,57.5,5,240,10,0,0,0,0,0,,,
3,28,4,18.7,18,17.4,92.0,0.013970716,94,1.074,54.1,1,300,10,0,0,0,0,0,,,
3,28,5,18.6,18,17.4,92.0,0.014012404,95,1.075,54.1,0,0,10,0,0,0,0,0,,,
3,28,6,18.5,18,17.5,91.9,0.014069969,96,1.074,54.2,3,210,10,0,0,0,0,0,,,
3,28,7,18.5,18,17.5,92.0,0.014054099,96,1.075,54.1,3,200,10,61,23,3,17,20,,,
3,28,8,18,17.6,17.1,92.1,0.013717707,96,1.078,52.8,3,190,10,354,135,18,42,117,,,
3,28,9,18.4,17.8,17.2,92.2,0.013798841,95,1.078,53.4,3,200,10,647,246,32,50,213,,,
3,28,10,19,17.8,16.9,92.2,0.013548943,90,1.076,53.4,2,220,10,893,339,45,55,295,,,
3,28,11,19.1,17.9,17.0,92.2,0.013639581,90,1.076,53.7,4,170,10,1078,410,54,58,355,,,
3,28,12,18.5,18.1,17.6,92.2,0.014155945,96,1.077,54.4,4,200,10,1187,451,60,60,391,,,
3,28,13,18.8,18.5,18.1,92.3,0.014553904,97,1.076,55.7,4,200,10,1214,461,61,62,400,,,
3,28,14,18.9,18.4,17.9,92.3,0.014376578,96,1.076,55.3,3,180,10,1156,439,58,64,381,,,
3,28,15,18.3,17.7,17.1,92.2,0.013708665,95,1.078,53.0,7,180,10,1018,387,51,67,336,,,
3,28,16,18.8,17.8,17.0,92.1,0.013647805,91,1.076,53.4,6,180,10,810,308,41,71,267,,,
3,28,17,19,18,17.2,92.1,0.013829857,91,1.075,54.1,6,190,10,544,207,27,79,179,,,
3,28,18,18.2,17.3,16.6,92.2,0.01322834,92,1.080,51.7,7,180,10,240,91,12,111,79,,,
3,28,19,17.8,16.8,16.0,92.3,0.012739501,91,1.083,50.1,7,180,10,10,4,0,3,3,,,
3,28,20,17.3,16.2,15.4,92.3,0.012195781,90,1.086,48.2,5,180,10,0,0,0,0,0,,,
3,28,21,17.2,16.2,15.4,92.4,0.012223294,91,1.087,48.1,4,180,9,0,0,0,0,0,,,
3,28,22,17,16,15.2,92.4,0.012059945,91,1.088,47.5,4,180,10,0,0,0,0,0,,,
3,28,23,17,16.5,16.0,92.5,0.012665324,95,1.089,49.1,5,160,10,0,0,0,0,0,,,
3,28,24,17,16.5,16.0,92.5,0.012665324,95,1.089,49.1,5,140,10,0,0,0,0,0,,,
3,29,1,16.5,16,15.5,92.5,0.012253549,95,1.091,47.5,4,130,4,0,0,0,0,0,,,
3,29,2,16.4,16,15.5,92.5,0.012295038,96,1.092,47.5,3,120,8,0,0,0,0,0,,,
3,29,3,16.2,16,15.6,92.4,0.012391787,98,1.091,47.6,5,130,10,0,0,0,0,0,,,
3,29,4,16.3,15.9,15.4,92.4,0.012227772,96,1.091,47.2,4,110,8,0,0,0,0,0,,,
3,29,5,16.3,15.8,15.3,92.4,0.012105758,95,1.091,46.9,3,120,10,0,0,0,0,0,,,
3,29,6,16.4,16.2,15.8,92.4,0.012555295,98,1.090,48.2,4,120,10,0,0,0,0,0,,,
3,29,7,16.2,15.7,15.2,92.5,0.012012216,95,1.093,46.6,3,140,10,59,23,3,17,20,,,
3,29,8,16.7,16.2,15.7,92.5,0.012416814,95,1.090,48.1,5,130,9,352,164,44,104,119,,,
3,29,9,17.8,16.5,15.6,92.6,0.012319059,88,1.087,49.0,8,140,5,644,454,347,538,107,,,
3,29,10,18.8,16.7,15.4,92.6,0.012154965,82,1.084,49.6,8,130,4,890,659,532,649,127,,,
3,29,11,19.6,16.5,14.6,92.7,0.011559171,74,1.083,48.9,6,150,5,1074,757,578,615,179,,,
3,29,12,21.2,17.2,14.9,92.7,0.011780272,68,1.077,51.1,6,150,8,1182,638,273,274,366,,,
3,29,13,20.7,17.5,15.6,92.7,0.012373615,74,1.078,52.1,6,120,8,1209,653,279,283,374,,,
3,29,14,21.4,18.3,16.6,92.6,0.013152543,75,1.073,54.8,7,120,6,1151,760,521,575,239,,,
3,29,15,21,17.8,16.0,92.5,0.012671057,74,1.074,53.2,6,140,8,1013,547,233,305,313,,,
3,29,16,20.5,17.5,15.7,92.5,0.012486789,76,1.076,52.2,7,150,8,804,434,185,322,249,,,
3,29,17,20.4,18,16.6,92.5,0.013184229,80,1.075,53.9,8,130,8,538,291,124,359,167,,,
3,29,18,18.8,17.5,16.6,92.5,0.013192939,89,1.081,52.2,8,160,10,234,89,12,93,77,,,
3,29,19,18.2,17,16.1,92.5,0.012798359,89,1.084,50.6,5,170,10,9,3,0,2,3,,,
3,29,20,17.3,16.9,16.4,92.5,0.013045105,96,1.087,50.3,3,180,10,0,0,0,0,0,,,
3,29,21,17.2,16.8,16.3,92.6,0.012945332,96,1.089,50.0,3,170,9,0,0,0,0,0,,,
3,29,22,17,16.4,15.8,92.6,0.01252639,94,1.090,48.7,4,140,10,0,0,0,0,0,,,
3,29,23,17,16.4,15.8,92.6,0.01252639,94,1.090,48.7,3,160,8,0,0,0,0,0,,,
3,29,24,17.1,16.1,15.3,92.6,0.012113734,91,1.090,47.8,2,140,5,0,0,0,0,0,,,
3,30,1,17,16,15.2,92.6,0.012032483,91,1.091,47.5,2,140,5,0,0,0,0,0,,,
3,30,2,16.7,16.1,15.5,92.6,0.012279639,94,1.092,47.8,2,120,8,0,0,0,0,0,,,
3,30,3,16.7,16.1,15.5,92.5,0.01229345,94,1.090,47.8,2,100,8,0,0,0,0,0,,,
3,30,4,16.5,16,15.5,92.4,0.012267301,95,1.090,47.5,2,90,8,0,0,0,0,0,,,
3,30,5,16.5,16,15.5,92.4,0.012267301,95,1.090,47.5,3,90,10,0,0,0,0,0,,,
3,30,6,16.5,16,15.5,92.4,0.012267301,95,1.090,47.5,2,90,10,0,0,0,0,0,,,
3,30,7,16.4,16,15.5,92.4,0.01230879,96,1.090,47.5,2,90,10,58,22,3,16,19,,,
3,30,8,16.3,15.9,15.4,92.5,0.012214111,96,1.092,47.2,3,80,10,349,133,18,41,115,,,
3,30,9,16.5,16.2,15.8,92.5,0.012499837,97,1.091,48.1,5,90,10,641,244,32,50,211,,,
3,30,10,17.4,16.9,16.4,92.6,0.012988961,95,1.088,50.3,6,80,10,886,337,44,54,292,,,
3,30,11,17.7,17.2,16.7,92.6,0.013247552,95,1.086,51.3,4,60,10,1070,406,54,57,353,,,
3,30,12,18.5,17.5,16.7,92.6,0.013302589,91,1.083,52.2,7,60,10,1178,448,59,59,389,,,
3,30,13,18,17.5,17.0,92.5,0.013525855,95,1.083,52.3,6,60,10,1204,457,60,61,397,,,
3,30,14,18.1,17.6,17.1,92.4,0.013629985,95,1.082,52.6,3,90,10,1145,435,57,63,378,,,
3,30,15,17.9,17.5,17.0,92.3,0.013597906,96,1.081,52.3,5,110,10,1007,383,51,66,332,,,
3,30,16,17.8,17.4,16.9,92.3,0.013509369,96,1.082,52.0,5,90,10,798,303,40,70,263,,,
3,30,17,17.6,17.5,17.2,92.2,0.013738134,99,1.081,52.4,7,90,10,532,202,27,77,176,,,
3,30,18,17.7,17.5,17.1,92.2,0.01369647,98,1.081,52.4,7,90,10,228,87,11,76,75,,,
3,30,19,17.5,17.1,16.6,92.3,0.013246827,96,1.083,51.0,6,110,10,7,3,0,2,2,,,
3,30,20,17.2,16.8,16.3,92.3,0.012988837,96,1.085,50.1,4,120,10,0,0,0,0,0,,,
3,30,21,17.1,16.8,16.4,92.4,0.01301588,97,1.086,50.1,6,150,10,0,0,0,0,0,,,
3,30,22,17.2,16.8,16.3,92.3,0.012988837,96,1.085,50.1,6,120,10,0,0,0,0,0,,,
3,30,23,17.5,17,16.5,92.3,0.013118737,95,1.084,50.7,6,120,10,0,0,0,0,0,,,
3,30,24,17.5,17.1,16.6,92.3,0.013246827,96,1.083,51.0,8,120,10,0,0,0,0,0,,,
3,31,1,17.4,16.8,16.2,92.3,0.012905701,94,1.084,50.1,5,110,10,0,0,0,0,0,,,
3,31,2,17.3,16.8,16.3,92.3,0.012947266,95,1.085,50.1,3,120,10,0,0,0,0,0,,,
3,31,3,17.3,16.8,16.3,92.2,0.012961831,95,1.083,50.1,8,100,9,0,0,0,0,0,,,
3,31,4,17.2,16.7,16.2,92.2,0.012876747,95,1.084,49.8,3,110,8,0,0,0,0,0,,,
3,31,5,17,16.6,16.1,92.1,0.012848118,96,1.084,49.5,7,90,9,0,0,0,0,0,,,
3,31,6,17,16.5,16.0,92.1,0.012722375,95,1.084,49.2,7,80,8,0,0,0,0,0,,,
3,31,7,17,16.5,16.0,92.1,0.012722375,95,1.084,49.2,9,50,9,57,26,7,39,19,,,
3,31,8,17,16.1,15.4,92.1,0.01222455,92,1.085,47.9,10,50,9,347,161,44,102,118,,,
3,31,9,17.3,15.8,14.7,92.2,0.011718607,86,1.086,47.0,8,60,9,638,297,80,125,216,,,
3,31,10,17.8,15.9,14.6,92.3,0.011619895,83,1.085,47.2,10,90,9,883,411,111,136,299,,,
3,31,11,20.2,18,16.7,92.3,0.013298779,82,1.073,53.9,6,100,8,1066,575,246,261,330,,,
3,31,12,22.8,18.6,16.4,92.3,0.013023839,68,1.064,55.9,4,120,9,1173,546,148,148,398,,,
3,31,13,22.4,19,17.2,92.3,0.013737966,74,1.065,57.3,7,120,8,1199,647,276,281,371,,,
3,31,14,23,19,16.9,92.2,0.013505109,70,1.062,57.3,5,160,10,1140,433,57,63,376,,,
3,31,15,21.5,18.5,16.8,92.2,0.013444854,76,1.067,55.6,5,140,10,1001,380,50,65,330,,,
3,31,16,21,18.5,17.1,92.1,0.013669218,80,1.067,55.7,7,160,9,792,368,100,173,269,,,
3,31,17,20.5,18,16.5,92.1,0.013205554,79,1.070,54.0,8,160,8,527,284,121,350,163,,,
3,31,18,20,18,16.8,92.1,0.013413502,83,1.072,54.0,10,160,9,223,104,28,60,76,,,
3,31,19,18.8,17.3,16.3,92.2,0.012978869,87,1.078,51.7,6,160,10,6,2,0,2,2,,,
3,31,20,18.6,17.4,16.5,92.2,0.013191617,89,1.078,52.0,6,150,10,0,0,0,0,0,,,
3,31,21,18.5,17.4,16.6,92.2,0.013233209,90,1.079,52.0,6,140,9,0,0,0,0,0,,,
3,31,22,18.4,17.3,16.5,92.3,0.013130111,90,1.080,51.7,3,100,9,0,0,0,0,0,,,
3,31,23,18.5,17.3,16.4,92.3,0.01308853,89,1.080,51.7,3,110,10,0,0,0,0,0,,,
3,31,24,18.5,17.5,16.7,92.3,0.013348133,91,1.080,52.3,3,110,10,0,0,0,0,0,,,
4,1,1,18.3,17.5,16.8,92.3,0.013431366,93,1.080,52.3,6,130,9,0,0,0,0,0,,,
4,1,2,17.7,17,16.4,92.2,0.013050328,94,1.082,50.8,3,120,5,0,0,0,0,0,,,
4,1,3,17.5,17,16.5,92.1,0.013148287,95,1.081,50.8,3,120,10,0,0,0,0,0,,,
4,1,4,17.8,17,16.3,92.1,0.013023541,93,1.080,50.8,7,60,10,0,0,0,0,0,,,
4,1,5,17.7,17,16.4,92.0,0.013079939,94,1.079,50.8,5,60,10,0,0,0,0,0,,,
4,1,6,17.8,17,16.3,92.0,0.013038363,93,1.079,50.8,5,70,10,0,0,0,0,0,,,
4,1,7,17.7,17,16.4,92.1,0.013065117,94,1.081,50.8,2,80,10,56,22,4,18,19,,,
4,1,8,18,17,16.2,92.2,0.012925622,91,1.081,50.7,2,90,10,344,138,22,50,116,,,
4,1,9,18.3,17.1,16.2,92.2,0.012929029,89,1.080,51.1,6,30,10,635,254,41,62,213,,,
4,1,10,18.8,17.2,16.1,92.3,0.012834882,86,1.079,51.3,7,30,10,879,352,56,68,295,,,
4,1,11,19.7,17.6,16.3,92.3,0.01297966,82,1.076,52.6,6,30,9,1061,508,150,159,357,,,
4,1,12,20.7,18,16.4,92.3,0.013090903,78,1.072,53.9,6,200,6,1169,778,542,543,236,,,
4,1,13,23,19.5,17.7,92.2,0.014203294,73,1.061,59.1,4,350,5,1194,850,659,671,192,,,
4,1,14,24,19.5,17.2,92.1,0.013804205,67,1.056,59.1,4,90,10,1134,454,73,81,381,,,
4,1,15,25.6,21.1,19.0,92.1,0.01547095,68,1.048,65.0,2,200,8,996,546,243,322,303,,,
4,1,16,25.6,20.8,18.5,92.0,0.015040341,66,1.048,63.9,2,40,9,786,376,111,198,265,,,
4,1,17,25.8,20.9,18.6,92.0,0.015106145,66,1.047,64.3,4,180,10,521,208,33,100,175,,,
4,1,18,20.6,18.4,17.1,92.0,0.013716524,82,1.068,55.4,6,150,9,217,104,31,45,73,,,
4,1,19,21,18.5,17.1,92.1,0.013669218,80,1.067,55.7,2,80,9,5,2,1,4,2,,,
4,1,20,20,18.5,17.5,92.1,0.01408581,87,1.070,55.7,3,70,9,0,0,0,0,0,,,
4,1,21,19.5,18.5,17.8,92.1,0.014294335,91,1.072,55.8,2,100,5,0,0,0,0,0,,,
4,1,22,19.5,18.5,17.8,92.2,0.014278013,91,1.073,55.7,3,60,8,0,0,0,0,0,,,
4,1,23,19,18.5,18.0,92.2,0.014486685,96,1.075,55.7,3,190,10,0,0,0,0,0,,,
4,1,24,18.7,18.4,18.0,92.2,0.014476252,97,1.076,55.4,3,120,10,0,0,0,0,0,,,
4,2,1,18.5,18,17.5,92.1,0.014038264,96,1.076,54.1,4,20,10,0,0,0,0,0,,,
4,2,2,19.3,18.5,17.8,92.1,0.014377788,93,1.073,55.8,6,30,10,0,0,0,0,0,,,
4,2,3,19,18.5,18.0,92.1,0.014503013,96,1.073,55.8,5,50,10,0,0,0,0,0,,,
4,2,4,18.9,18.3,17.7,92.0,0.014289919,95,1.073,55.1,6,30,10,0,0,0,0,0,,,
4,2,5,18.8,18.3,17.8,91.9,0.014347833,96,1.072,55.2,4,30,10,0,0,0,0,0,,,
4,2,6,18.9,18.2,17.6,91.9,0.014171245,94,1.072,54.8,2,30,10,0,0,0,0,0,,,
4,2,7,18.8,18.3,17.8,92.0,0.014331646,96,1.073,55.1,0,0,10,54,22,3,17,18,,,
4,2,8,18.8,18,17.3,92.0,0.013929033,93,1.074,54.1,3,70,10,342,137,22,49,115,,,
4,2,9,18.9,18.3,17.7,92.0,0.014289919,95,1.073,55.1,4,30,10,632,253,40,61,212,,,
4,2,10,20.5,18.8,17.7,92.0,0.014304095,86,1.067,56.8,3,30,10,876,350,56,68,294,,,
4,2,11,22.5,19,17.1,92.1,0.013729974,73,1.062,57.4,3,320,8,1057,580,258,273,322,,,
4,2,12,24.4,19,16.2,92.1,0.012940243,61,1.057,57.3,5,360,6,1164,775,540,541,235,,,
4,2,13,25.3,19,15.8,92.0,0.012583764,57,1.053,57.3,6,300,5,1188,847,656,668,191,,,
4,2,14,25.6,19.2,16.0,91.9,0.012753573,56,1.050,58.1,5,290,9,1129,540,160,178,380,,,
4,2,15,27.2,20,16.5,91.8,0.013239704,53,1.043,61.0,5,270,5,990,705,546,722,159,,,
4,2,16,27,20.2,16.9,91.8,0.013611883,55,1.043,61.7,5,280,5,780,556,431,765,125,,,
4,2,17,25.7,20.3,17.7,91.8,0.014298436,62,1.046,62.1,6,240,8,515,282,126,377,157,,,
4,2,18,19.2,17.8,16.9,91.8,0.013528233,88,1.071,53.5,11,330,10,211,85,14,32,71,,,
4,2,19,19.4,17.6,16.5,91.8,0.013181394,85,1.071,52.8,4,240,10,4,2,0,1,1,,,
4,2,20,19.1,17.7,16.8,91.9,0.013422147,88,1.073,53.1,2,220,10,0,0,0,0,0,,,
4,2,21,18.8,18,17.3,92.0,0.013929033,93,1.074,54.1,3,320,10,0,0,0,0,0,,,
4,2,22,18.4,17.5,16.8,92.1,0.01342028,92,1.077,52.4,0,0,10,0,0,0,0,0,,,
4,2,23,18.3,17.2,16.4,92.1,0.013072601,90,1.078,51.4,4,110,6,0,0,0,0,0,,,
4,2,24,18.1,17.2,16.5,92.1,0.013155764,92,1.079,51.4,2,270,9,0,0,0,0,0,,,
4,3,1,18.3,17.8,17.3,92.0,0.013871733,95,1.076,53.5,0,0,8,0,0,0,0,0,,,
4,3,2,18,17.5,17.0,92.0,0.013602126,95,1.077,52.5,3,40,9,0,0,0,0,0,,,
4,3,3,18,17,16.2,92.0,0.012955227,91,1.079,50.8,2,340,1,0,0,0,0,0,,,
4,3,4,17.5,17.3,16.9,91.9,0.01356504,98,1.078,51.9,1,360,3,0,0,0,0,0,,,
4,3,5,17.5,17,16.5,91.9,0.013177969,95,1.079,50.9,2,350,10,0,0,0,0,0,,,
4,3,6,17.5,17.3,16.9,91.8,0.013580232,98,1.077,51.9,1,350,10,0,0,0,0,0,,,
4,3,7,16.8,16.5,16.1,91.9,0.012834186,97,1.082,49.3,1,350,4,53,40,33,157,7,,,
4,3,8,17,16.5,16.0,91.9,0.01275109,95,1.081,49.3,1,20,1,339,279,233,524,46,,,
4,3,9,18.6,17.5,16.7,92.0,0.013352369,90,1.076,52.4,0,0,3,629,492,411,623,81,,,
4,3,10,20.8,18.6,17.3,92.0,0.013904971,82,1.067,56.1,0,0,1,872,717,599,721,118,,,
4,3,11,23.4,20.3,18.7,92.1,0.015202968,76,1.056,62.1,3,330,1,1053,866,723,764,143,,,
4,3,12,24,20.2,18.3,92.0,0.014824871,72,1.054,61.7,5,310,4,1159,871,713,715,158,,,
4,3,13,25.4,20.2,17.7,92.0,0.01424108,63,1.050,61.7,5,330,5,1183,843,653,665,190,,,
4,3,14,25.6,18.6,14.9,92.0,0.011912351,53,1.053,55.9,6,310,6,1123,748,521,579,227,,,
4,3,15,26.1,18.5,14.5,91.9,0.011586664,50,1.050,55.6,5,290,4,984,740,605,800,134,,,
4,3,16,25.8,18.7,15.0,91.8,0.011998606,52,1.050,56.4,7,320,5,774,552,427,758,124,,,
4,3,17,26.3,18.3,14.0,91.8,0.011251246,48,1.049,55.0,5,330,3,509,398,333,724,66,,,
4,3,18,25.7,18.1,14.0,91.8,0.011231943,49,1.051,54.3,5,280,1,206,169,141,19,28,,,
4,3,19,24.8,18,14.3,91.9,0.011455026,53,1.055,54.0,4,250,1,3,3,2,11,0,,,
4,3,20,20.2,19.2,18.5,92.0,0.014984723,91,1.067,58.2,5,140,3,0,0,0,0,0,,,
4,3,21,19.9,19.2,18.6,92.0,0.015110149,94,1.068,58.2,4,140,0,0,0,0,0,0,,,
4,3,22,19.5,19.2,18.8,92.1,0.015260335,97,1.070,58.2,4,20,0,0,0,0,0,0,,,
4,3,23,19,18.8,18.4,92.1,0.014913768,98,1.073,56.8,2,30,4,0,0,0,0,0,,,
4,3,24,18.6,18.4,18.0,92.1,0.014534231,98,1.075,55.4,1,180,4,0,0,0,0,0,,,
4,4,1,18.1,16.7,15.7,92.2,0.012502962,88,1.081,49.8,3,210,8,0,0,0,0,0,,,
4,4,2,18.4,16.8,15.7,92.2,0.012504937,86,1.080,50.1,2,70,0,0,0,0,0,0,,,
4,4,3,18,17.5,17.0,92.1,0.013586804,95,1.079,52.4,1,30,4,0,0,0,0,0,,,
4,4,4,17.6,17.3,16.9,92.1,0.01349312,97,1.080,51.8,1,360,0,0,0,0,0,0,,,
4,4,5,17.3,17.1,16.7,92.1,0.013359803,98,1.082,51.1,2,360,0,0,0,0,0,0,,,
4,4,6,17.4,17.3,17.0,92.1,0.013576401,99,1.081,51.8,2,10,10,0,0,0,0,0,,,
4,4,7,16.5,16.5,16.2,92.1,0.012930149,100,1.085,49.2,1,320,6,52,34,24,114,10,,,
4,4,8,16.3,16.3,16.0,92.2,0.012749012,100,1.088,48.6,0,0,6,337,224,156,350,68,,,
4,4,9,16.6,16.5,16.2,92.2,0.012874268,99,1.086,49.2,1,350,1,626,514,430,651,85,,,
4,4,10,19.4,17.4,16.1,92.3,0.012843963,83,1.077,52.0,2,330,4,869,653,534,643,119,,,
4,4,11,21.5,18,16.0,92.3,0.012758618,72,1.070,53.9,3,320,1,1049,862,720,761,142,,,
4,4,12,24.5,18.4,15.2,92.3,0.012048842,57,1.060,55.2,6,330,6,1154,768,535,537,233,,,
4,4,13,25,18.5,15.1,92.3,0.011976468,55,1.058,55.5,6,280,5,1178,839,650,662,189,,,
4,4,14,25.3,18.5,14.9,92.2,0.011868563,53,1.056,55.5,6,300,6,1118,744,518,576,226,,,
4,4,15,26,19,15.4,92.2,0.012260118,53,1.053,57.2,8,290,4,978,735,602,795,134,,,
4,4,16,26,19,15.4,92.2,0.012260118,53,1.053,57.2,6,270,5,769,548,424,752,124,,,
4,4,17,25.1,19.2,16.2,92.1,0.012926838,59,1.054,58.0,3,240,5,503,358,278,718,81,,,
4,4,18,22.8,19.3,17.5,92.2,0.014005533,73,1.062,58.4,3,160,5,200,143,110,11,32,,,
4,4,19,20.4,19,18.1,92.3,0.014571715,88,1.070,57.4,0,0,9,3,1,0,2,1,,,
4,4,20,20,18.5,17.5,92.3,0.014053215,87,1.073,55.7,0,0,9,0,0,0,0,0,,,
4,4,21,19.7,18,16.9,92.4,0.013491092,86,1.076,53.9,0,0,8,0,0,0,0,0,,,
4,4,22,20,19,18.3,92.5,0.014705215,91,1.074,57.3,1,150,6,0,0,0,0,0,,,
4,4,23,19.4,18.6,17.9,92.5,0.014406823,93,1.077,55.9,1,180,8,0,0,0,0,0,,,
4,4,24,19,18.1,17.4,92.5,0.013899972,92,1.079,54.2,3,150,8,0,0,0,0,0,,,
4,5,1,18.1,17.7,17.2,92.6,0.013730365,96,1.084,52.9,3,180,10,0,0,0,0,0,,,
4,5,2,18,17.6,17.1,92.6,0.013641095,96,1.084,52.6,2,140,10,0,0,0,0,0,,,
4,5,3,17.8,17.4,16.9,92.5,0.013479159,96,1.084,51.9,1,160,9,0,0,0,0,0,,,
4,5,4,17.6,17.3,16.9,92.5,0.013432961,97,1.085,51.6,2,180,9,0,0,0,0,0,,,
4,5,5,17.1,16.7,16.2,92.4,0.012889402,96,1.087,49.7,3,200,4,0,0,0,0,0,,,
4,5,6,16.8,16.4,15.9,92.4,0.012637653,96,1.088,48.8,3,180,4,0,0,0,0,0,,,
4,5,7,16.6,16.3,15.9,92.5,0.012582209,97,1.090,48.4,4,180,9,51,24,7,34,17,,,
4,5,8,18.3,17.4,16.7,92.6,0.013256014,92,1.084,51.9,2,190,9,334,160,47,106,112,,,
4,5,9,18.2,17.3,16.6,92.6,0.01316834,92,1.084,51.6,2,180,10,623,249,40,60,209,,,
4,5,10,19.3,18.4,17.7,92.7,0.014145314,92,1.080,55.2,3,180,10,865,346,55,67,291,,,
4,5,11,20.5,18.5,17.3,92.7,0.013780121,83,1.076,55.5,4,180,9,1045,499,148,156,351,,,
4,5,12,21.7,19.6,18.4,92.7,0.01480023,83,1.070,59.3,6,180,9,1150,550,163,163,387,,,
4,5,13,21.5,19.5,18.3,92.7,0.014742659,84,1.071,58.9,5,180,10,1173,469,75,76,394,,,
