Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,,,,
São Paulo,-23.62,-46.65,-3,802,,,,,,,,,,,,,,,,,

Mês,Dia,Hora,TBS {C},TBU {C},T. Pto Orvalho {C},Pressao Atmosferica {kPa},Umidade {kg/kg},U. R. {%},Densidade do ar {kg/m3},Entalpia {BTU/LB},Velocidade do Vento {m/s},Direção do Vento {graus},Cobertura Total de Nuvens {decimas},Rad Horizontal Extraterreste {Wh/m2},Rad Global Horizontal {Wh/m2},Rad Direta {Wh/m2},Rad Direta Normal {Wh/m2},Rad Difusa Horizontal {Wh/m2},,,
6,4,16,17.9,16.5,15.5,92.6,0.012277576,87,1.087,49.0,1,180,10,517,212,37,59,175,,,
6,4,17,18,17,16.2,92.5,0.012881459,91,1.085,50.6,2,30,10,274,112,20,41,93,,,
6,4,18,17.7,16.6,15.8,92.5,0.01249997,90,1.086,49.4,2,60,10,35,14,2,6,12,,,
6,4,19,16.9,16.1,15.4,92.5,0.012210484,93,1.090,47.8,3,60,9,0,0,0,0,0,,,
6,4,20,16.5,15.4,14.5,92.5,0.011526649,90,1.092,45.7,3,60,9,0,0,0,0,0,,,
6,4,21,16.2,15.5,14.9,92.5,0.011770813,93,1.093,46.0,3,50,8,0,0,0,0,0,,,
6,4,22,16.2,15.5,14.9,92.5,0.011770813,93,1.093,46.0,3,50,6,0,0,0,0,0,,,
6,4,23,16,15.5,15.0,92.5,0.011853673,95,1.094,46.0,4,50,5,0,0,0,0,0,,,
6,4,24,16.2,15.5,14.9,92.5,0.011770813,93,1.093,46.0,4,40,6,0,0,0,0,0,,,
6,5,1,16.3,15.5,14.8,92.4,0.011742691,92,1.092,46.0,4,40,4,0,0,0,0,0,,,
6,5,2,16.2,15.4,14.7,92.4,0.011664056,92,1.092,45.7,3,40,4,0,0,0,0,0,,,
6,5,3,15.3,15,14.6,92.4,0.011561037,97,1.096,44.5,3,30,1,0,0,0,0,0,,,
6,5,4,15.1,14.8,14.4,92.3,0.011421412,97,1.096,44.0,2,30,0,0,0,0,0,0,,,
6,5,5,14.5,14.5,14.2,92.3,0.011320072,100,1.098,43.1,1,360,0,0,0,0,0,0,,,
6,5,6,14.4,14.4,14.1,92.3,0.011245785,100,1.099,42.8,3,30,10,0,0,0,0,0,,,
6,5,7,14.9,14.9,14.6,92.3,0.011621651,100,1.096,44.3,3,40,10,2,1,0,0,1,,,
6,5,8,14.7,14.7,14.4,92.3,0.011469971,100,1.097,43.7,2,160,4,171,133,111,195,22,,,
6,5,9,14.6,14.6,14.3,92.4,0.011382242,100,1.099,43.4,6,190,10,428,176,31,42,145,,,
6,5,10,15.4,15.4,15.1,92.6,0.011969116,100,1.097,45.7,5,200,10,643,263,46,53,217,,,
6,5,11,14.8,14.7,14.4,92.6,0.011390743,99,1.100,43.6,3,290,10,800,328,57,60,270,,,
6,5,12,15.1,15.1,14.8,92.7,0.011723364,100,1.100,44.7,2,270,10,888,364,64,64,300,,,
6,5,13,15.6,15.1,14.6,92.7,0.011516311,95,1.098,44.7,3,290,10,903,370,65,66,305,,,
6,5,14,15.7,14.8,14.0,92.6,0.011135155,91,1.097,43.9,8,290,10,842,345,60,67,285,,,
6,5,15,15.4,14.6,13.9,92.5,0.011038868,92,1.097,43.3,8,350,10,710,291,51,65,240,,,
6,5,16,15.8,14.8,14.0,92.4,0.011119166,90,1.095,43.9,7,320,10,516,211,37,59,174,,,
6,5,17,16.3,14.8,13.7,92.4,0.010912546,86,1.093,43.9,8,320,10,273,112,20,41,92,,,
6,5,18,16.4,14.9,13.8,92.4,0.010988381,86,1.093,44.2,6,320,10,34,14,2,6,12,,,
6,5,19,15.8,14.8,14.0,92.4,0.011119166,90,1.095,43.9,10,320,10,0,0,0,0,0,,,
6,5,20,15.5,15,14.5,92.5,0.011465383,95,1.096,44.5,6,330,10,0,0,0,0,0,,,
6,5,21,15.4,15,14.5,92.5,0.011506773,96,1.097,44.5,2,340,10,0,0,0,0,0,,,
6,5,22,15.3,14.8,14.3,92.5,0.011313243,95,1.097,43.9,6,330,10,0,0,0,0,0,,,
6,5,23,15.2,14.7,14.1,92.5,0.011237844,95,1.098,43.6,7,330,10,0,0,0,0,0,,,
6,5,24,15,14.6,14.1,92.5,0.011204242,96,1.099,43.3,5,320,10,0,0,0,0,0,,,
6,6,1,15,14.5,13.9,92.5,0.011088376,95,1.099,43.0,5,310,10,0,0,0,0,0,,,
6,6,2,14.8,14.4,13.9,92.5,0.011055636,96,1.100,42.7,3,320,10,0,0,0,0,0,,,
6,6,3,15,14.4,13.8,92.5,0.010972975,94,1.099,42.7,4,340,10,0,0,0,0,0,,,
6,6,4,15,14.5,13.9,92.5,0.011088376,95,1.099,43.0,2,340,10,0,0,0,0,0,,,
6,6,5,15,14.7,14.3,92.5,0.011320574,97,1.099,43.6,2,290,10,0,0,0,0,0,,,
6,6,6,15.1,14.8,14.4,92.5,0.011395992,97,1.098,43.9,2,320,10,0,0,0,0,0,,,
6,6,7,15.2,14.7,14.1,92.6,0.011225262,95,1.099,43.6,2,280,10,2,1,0,0,1,,,
6,6,8,15.2,14.7,14.1,92.6,0.011225262,95,1.099,43.6,2,270,10,169,69,12,21,57,,,
6,6,9,15.8,15.3,14.8,92.7,0.01167082,95,1.097,45.3,1,270,10,426,175,31,42,144,,,
6,6,10,16,15,14.2,92.7,0.011232885,90,1.097,44.4,2,210,10,640,263,46,53,217,,,
6,6,11,15.5,15,14.5,92.7,0.011439738,95,1.099,44.4,2,190,10,797,327,57,60,270,,,
6,6,12,15.8,15.3,14.8,92.7,0.01167082,95,1.097,45.3,2,180,10,886,363,64,64,300,,,
6,6,13,15.6,15.1,14.6,92.7,0.011516311,95,1.098,44.7,3,180,10,901,369,65,66,305,,,
6,6,14,15.2,15.2,14.9,92.7,0.011800438,100,1.099,45.0,4,180,10,840,344,60,66,284,,,
6,6,15,15.1,14.6,14.0,92.7,0.011137921,95,1.101,43.3,6,190,10,708,290,51,65,240,,,
6,6,16,15,14.6,14.1,92.7,0.011179271,96,1.101,43.3,5,180,10,515,211,37,58,174,,,
6,6,17,14.7,14.7,14.4,92.7,0.011419569,100,1.102,43.6,6,170,10,272,112,20,41,92,,,
6,6,18,14,14,13.7,92.7,0.010904906,100,1.105,41.5,6,180,10,34,14,2,6,12,,,
6,6,19,13.6,13.6,13.3,92.7,0.010620258,100,1.107,40.4,5,170,10,0,0,0,0,0,,,
6,6,20,13.4,13.4,13.1,92.8,0.010468968,100,1.110,39.8,7,180,10,0,0,0,0,0,,,
6,6,21,13.2,13.2,12.9,92.8,0.01033097,100,1.111,39.3,6,180,10,0,0,0,0,0,,,
6,6,22,13,12.8,12.4,92.9,0.009966446,98,1.113,38.2,6,180,10,0,0,0,0,0,,,
6,6,23,12.8,12.8,12.5,92.9,0.010048857,100,1.114,38.2,4,170,10,0,0,0,0,0,,,
6,6,24,12.7,12.7,12.4,92.9,0.00998216,100,1.115,37.9,4,160,10,0,0,0,0,0,,,
6,7,1,12.5,12.5,12.2,92.9,0.009849955,100,1.116,37.4,4,160,10,0,0,0,0,0,,,
6,7,2,12.6,12.5,12.2,92.9,0.009808773,99,1.115,37.4,4,140,10,0,0,0,0,0,,,
6,7,3,12.8,12.4,11.9,92.9,0.009619787,96,1.115,37.1,1,160,10,0,0,0,0,0,,,
6,7,4,12.7,12.3,11.8,92.8,0.009565335,96,1.114,36.8,3,110,10,0,0,0,0,0,,,
6,7,5,12.4,12.4,12.1,92.8,0.009795153,100,1.115,37.1,1,140,10,0,0,0,0,0,,,
6,7,6,12.5,12.5,12.2,92.8,0.009860737,100,1.114,37.4,1,200,10,0,0,0,0,0,,,
6,7,7,12.9,12.8,12.5,92.8,0.010018652,99,1.112,38.2,3,140,10,1,1,0,0,0,,,
6,7,8,13.2,13,12.6,92.8,0.010112159,98,1.111,38.7,2,150,10,167,68,12,21,56,,,
6,7,9,13.5,13.2,12.8,92.9,0.010195951,97,1.111,39.2,4,140,10,424,174,30,42,143,,,
6,7,10,14,13.5,12.9,93.0,0.010309248,95,1.110,40.0,4,120,10,638,262,46,53,216,,,
6,7,11,14.7,14,13.3,93.0,0.010580028,93,1.107,41.4,3,140,10,795,326,57,60,269,,,
6,7,12,16.4,15,13.9,93.0,0.011029279,87,1.100,44.3,4,130,10,884,362,63,64,299,,,
6,7,13,16.5,15.1,14.1,92.9,0.011118312,87,1.098,44.6,3,130,10,899,369,65,66,304,,,
6,7,14,16.5,15.1,14.1,92.9,0.011118312,87,1.098,44.6,3,130,10,839,344,60,66,284,,,
6,7,15,15.6,15.1,14.6,92.8,0.011503445,95,1.099,44.7,4,140,10,707,290,51,65,239,,,
6,7,16,15.5,15,14.5,92.8,0.011426957,95,1.100,44.4,3,140,10,514,211,37,58,174,,,
6,7,17,15.5,15,14.5,92.8,0.011426957,95,1.100,44.4,2,130,10,272,111,20,41,92,,,
6,7,18,15.4,14.8,14.2,92.8,0.011233965,94,1.101,43.8,3,180,9,34,17,6,14,11,,,
6,7,19,15,14.5,13.9,92.9,0.011038881,95,1.104,42.9,3,160,10,0,0,0,0,0,,,
6,7,20,14.6,14.4,14.0,92.9,0.011089146,98,1.105,42.6,3,170,10,0,0,0,0,0,,,
6,7,21,14.4,14.4,14.1,92.9,0.011171849,100,1.106,42.6,5,150,10,0,0,0,0,0,,,
6,7,22,14.7,14.3,13.8,93.0,0.010921008,96,1.106,42.3,2,150,10,0,0,0,0,0,,,
6,7,23,14.7,14.4,14.0,93.0,0.011035579,97,1.106,42.6,3,110,10,0,0,0,0,0,,,
6,7,24,14.8,14.5,14.1,93.0,0.011109258,97,1.106,42.9,0,0,10,0,0,0,0,0,,,
6,8,1,14.8,14.5,14.1,93.0,0.011109258,97,1.106,42.9,0,0,10,0,0,0,0,0,,,
6,8,2,14.8,14.5,14.1,93.0,0.011109258,97,1.106,42.9,2,160,10,0,0,0,0,0,,,
6,8,3,14.3,14.3,14.0,93.0,0.011086347,100,1.108,42.3,2,160,10,0,0,0,0,0,,,
6,8,4,14,14,13.7,92.9,0.010881018,100,1.108,41.5,3,140,10,0,0,0,0,0,,,
6,8,5,14,14,13.7,92.9,0.010881018,100,1.108,41.5,2,120,10,0,0,0,0,0,,,
6,8,6,14,14,13.7,92.9,0.010881018,100,1.108,41.5,2,150,10,0,0,0,0,0,,,
6,8,7,14,14,13.7,92.9,0.010881018,100,1.108,41.5,2,120,10,1,1,0,0,0,,,
6,8,8,15,14.5,13.9,93.0,0.011026575,95,1.105,42.9,5,60,10,165,68,12,21,56,,,
6,8,9,15.3,14.9,14.4,93.0,0.011366988,96,1.103,44.0,6,60,10,422,173,30,42,143,,,
6,8,10,15.7,14.9,14.2,93.1,0.011188909,92,1.103,44.0,9,50,10,636,261,46,53,215,,,
6,8,11,16.5,15.2,14.2,93.1,0.011210684,88,1.100,44.9,8,50,10,793,325,57,59,268,,,
6,8,12,17.4,16,15.0,93.1,0.011798606,87,1.096,47.3,9,60,9,882,436,144,144,293,,,
6,8,13,18,16,14.7,93.0,0.011563723,82,1.093,47.3,11,60,6,897,621,462,471,159,,,
6,8,14,18.6,16,14.3,92.9,0.011329076,78,1.090,47.3,8,60,8,837,477,235,259,242,,,
6,8,15,19,16,14.1,92.9,0.011163709,75,1.088,47.3,6,60,6,706,489,364,462,125,,,
6,8,16,20,17,15.2,92.9,0.011993207,75,1.083,50.4,5,60,4,513,399,333,525,67,,,
6,8,17,20.6,17.1,15.0,92.8,0.011886357,72,1.080,50.8,3,80,4,271,211,176,318,35,,,
6,8,18,20.1,17.1,15.3,92.8,0.012093489,75,1.082,50.8,4,90,4,34,27,22,57,4,,,
6,8,19,18.5,16.5,15.2,92.9,0.011986488,83,1.089,48.9,3,120,5,0,0,0,0,0,,,
6,8,20,16.2,15.9,15.5,92.9,0.012201246,97,1.097,47.1,3,150,5,0,0,0,0,0,,,
6,8,21,15.7,15.7,15.4,93.0,0.012152589,100,1.100,46.4,2,110,10,0,0,0,0,0,,,
6,8,22,15.7,15.7,15.4,93.0,0.012152589,100,1.100,46.4,1,130,10,0,0,0,0,0,,,
6,8,23,15.2,15.2,14.9,93.0,0.011761653,100,1.103,44.9,3,80,10,0,0,0,0,0,,,
6,8,24,15,15,14.7,93.0,0.01160847,100,1.104,44.3,3,50,8,0,0,0,0,0,,,
6,9,1,15.4,15.4,15.1,93.0,0.011916649,100,1.102,45.5,6,50,10,0,0,0,0,0,,,
6,9,2,15.3,15.2,14.9,93.0,0.011720223,99,1.103,44.9,8,60,9,0,0,0,0,0,,,
6,9,3,15.3,15.2,14.9,92.9,0.011733123,99,1.101,45.0,4,40,10,0,0,0,0,0,,,
6,9,4,15.2,15.2,14.9,92.9,0.011774553,100,1.102,45.0,5,40,10,0,0,0,0,0,,,
6,9,5,15.2,15.2,14.9,92.9,0.011774553,100,1.102,45.0,3,40,10,0,0,0,0,0,,,
6,9,6,15.2,15.2,14.9,92.9,0.011774553,100,1.102,45.0,4,40,10,0,0,0,0,0,,,
6,9,7,15.1,15.1,14.8,93.0,0.011684836,100,1.103,44.6,3,40,10,1,0,0,0,0,,,
6,9,8,15.3,15,14.6,93.0,0.011484258,97,1.103,44.3,3,30,10,163,67,12,20,55,,,
6,9,9,15.3,14.9,14.4,93.0,0.011366988,96,1.103,44.0,5,30,10,420,172,30,41,142,,,
6,9,10,15.8,15,14.3,93.1,0.011264665,92,1.103,44.3,4,40,9,634,313,103,119,210,,,
6,9,11,17.8,15.9,14.6,93.1,0.011511322,83,1.095,47.0,4,30,4,791,616,513,535,103,,,
6,9,12,19.2,16.4,14.7,93.1,0.011544588,76,1.089,48.5,4,30,3,880,711,594,594,117,,,
6,9,13,21.5,17.4,15.1,93.0,0.011868114,68,1.079,51.6,5,360,1,896,751,627,639,124,,,
6,9,14,22.8,18.5,16.2,92.8,0.012807671,67,1.071,55.4,6,350,3,836,675,564,620,111,,,
6,9,15,24,18.5,15.6,92.8,0.012309981,60,1.067,55.3,7,350,4,705,549,457,581,92,,,
6,9,16,24.3,18.5,15.4,92.7,0.012201744,59,1.065,55.4,6,310,5,513,379,306,482,73,,,
6,9,17,24.4,18.4,15.2,92.7,0.012026119,58,1.065,55.0,6,320,4,271,211,176,318,35,,,
6,9,18,22.8,18,15.4,92.7,0.01215697,64,1.070,53.7,4,320,3,34,28,23,59,5,,,
6,9,19,21.7,17.7,15.4,92.7,0.012219097,69,1.074,52.7,3,320,1,0,0,0,0,0,,,
6,9,20,21,17.5,15.5,92.8,0.012234172,72,1.078,52.1,2,350,1,0,0,0,0,0,,,
6,9,21,19.8,16.8,15.0,92.8,0.01183775,75,1.083,49.8,3,360,0,0,0,0,0,0,,,
6,9,22,18.8,16.3,14.7,92.8,0.011628237,79,1.087,48.3,4,30,0,0,0,0,0,0,,,
6,9,23,18.8,16.3,14.7,92.8,0.011628237,79,1.087,48.3,4,360,0,0,0,0,0,0,,,
6,9,24,17.8,15.8,14.5,92.8,0.011430403,82,1.091,46.8,3,360,0,0,0,0,0,0,,,
6,10,1,16.7,15.4,14.4,92.8,0.01140444,88,1.095,45.6,2,330,0,0,0,0,0,0,,,
6,10,2,15.8,14.7,13.8,92.8,0.010952153,90,1.100,43.5,3,340,0,0,0,0,0,0,,,
6,10,3,15.6,14.5,13.6,92.7,0.010815654,89,1.099,43.0,3,20,0,0,0,0,0,0,,,
6,10,4,15.1,14.4,13.7,92.7,0.010907021,93,1.101,42.7,2,340,0,0,0,0,0,0,,,
6,10,5,15.1,14.2,13.4,92.7,0.010677964,91,1.102,42.1,3,360,0,0,0,0,0,0,,,
6,10,6,14.9,14,13.2,92.7,0.010533254,91,1.103,41.5,2,320,0,0,0,0,0,0,,,
6,10,7,15.2,14,13.0,92.7,0.010409479,88,1.102,41.5,3,350,0,1,1,1,1,0,,,
6,10,8,15,13.9,13.0,92.8,0.010367169,89,1.104,41.2,2,20,1,161,135,113,197,22,,,
6,10,9,16.4,14.6,13.3,92.9,0.010576077,83,1.099,43.2,4,30,3,418,337,282,386,56,,,
6,10,10,18.4,16,14.4,92.9,0.011411796,79,1.090,47.3,5,360,0,632,531,443,512,88,,,
6,10,11,20.2,16.5,14.3,93.0,0.011268853,70,1.085,48.8,4,340,0,789,663,554,577,109,,,
6,10,12,21.6,17.4,15.0,92.9,0.011841594,67,1.078,51.7,6,350,1,879,737,615,616,122,,,
6,10,13,22.8,18,15.4,92.9,0.01212592,64,1.073,53.6,7,330,4,894,696,580,591,116,,,
6,10,14,23,18,15.3,92.8,0.012058587,63,1.071,53.7,6,330,8,835,475,234,258,241,,,
6,10,15,23.9,18,14.8,92.7,0.011701631,58,1.067,53.7,6,300,9,704,348,115,146,234,,,
6,10,16,23.4,17.8,14.7,92.7,0.011645899,59,1.069,53.0,3,270,9,512,253,83,131,170,,,
6,10,17,23.4,18,15.0,92.7,0.011908512,60,1.069,53.7,5,290,9,271,134,44,91,90,,,
6,10,18,23.3,18.2,15.4,92.7,0.012214767,62,1.069,54.4,2,280,10,34,14,2,6,12,,,
6,10,19,22,18,15.8,92.8,0.012473035,69,1.074,53.7,0,0,10,0,0,0,0,0,,,
6,10,20,15.6,14.3,13.3,92.8,0.010573644,88,1.101,42.3,2,60,10,0,0,0,0,0,,,
6,10,21,16,14.7,13.7,92.8,0.010869525,88,1.099,43.5,4,350,10,0,0,0,0,0,,,
6,10,22,15.7,15,14.3,92.8,0.0113442,93,1.099,44.4,2,300,10,0,0,0,0,0,,,
6,10,23,15.5,14.9,14.3,92.8,0.011309546,94,1.100,44.1,3,310,9,0,0,0,0,0,,,
6,10,24,15.3,14.7,14.1,92.8,0.011158828,94,1.101,43.5,0,0,8,0,0,0,0,0,,,
6,11,1,15,14.5,13.9,92.8,0.011051214,95,1.103,42.9,0,0,3,0,0,0,0,0,,,
6,11,2,15,14.5,13.9,92.8,0.011051214,95,1.103,42.9,0,0,0,0,0,0,0,0,,,
6,11,3,14.5,14,13.4,92.8,0.01068642,95,1.105,41.5,2,160,0,0,0,0,0,0,,,
6,11,4,14,13.5,12.9,92.8,0.010332286,95,1.108,40.1,3,160,0,0,0,0,0,0,,,
6,11,5,14,13.9,13.6,92.8,0.010779923,99,1.107,41.2,3,120,10,0,0,0,0,0,,,
6,11,6,14.3,14.2,13.9,92.8,0.010996328,99,1.105,42.1,2,140,10,0,0,0,0,0,,,
6,11,7,14.3,14.2,13.9,92.8,0.010996328,99,1.105,42.1,1,160,10,1,0,0,0,0,,,
6,11,8,14.5,14.1,13.6,92.9,0.010787812,96,1.106,41.8,0,0,10,159,65,11,20,54,,,
6,11,9,14.2,14.2,13.9,92.9,0.011025572,100,1.107,42.1,1,100,10,416,132,8,11,123,,,
6,11,10,14.9,14.9,14.6,93.0,0.011532554,100,1.104,44.1,3,90,10,630,199,13,15,187,,,
6,11,11,15.5,14.9,14.3,93.0,0.011284241,94,1.103,44.0,3,100,10,787,323,57,59,266,,,
6,11,12,16.5,15.4,14.5,93.0,0.011461047,90,1.098,45.5,2,90,10,877,360,63,63,297,,,
6,11,13,17,15.6,14.6,93.0,0.011493477,87,1.097,46.1,3,130,10,893,366,64,65,302,,,
6,11,14,17.6,15.8,14.6,92.9,0.01149972,84,1.093,46.7,2,70,10,834,342,60,66,282,,,
6,11,15,17.4,16,15.0,92.9,0.01182576,87,1.093,47.3,4,110,10,704,288,51,64,238,,,
6,11,16,17.2,16.2,15.4,92.9,0.012153948,91,1.093,48.0,4,150,10,512,210,37,58,173,,,
6,11,17,16.7,16,15.4,92.9,0.012115895,93,1.095,47.4,7,160,10,271,111,19,40,92,,,
6,11,18,16.6,16.1,15.6,92.8,0.012293596,95,1.094,47.7,6,130,10,34,14,2,6,12,,,
6,11,19,16.2,15.7,15.2,92.9,0.011958592,95,1.098,46.5,6,160,10,0,0,0,0,0,,,
6,11,20,16,15.5,15.0,92.9,0.011800759,95,1.099,45.9,4,130,10,0,0,0,0,0,,,
6,11,21,16,15.5,15.0,92.9,0.011800759,95,1.099,45.9,3,130,10,0,0,0,0,0,,,
6,11,22,15.8,15.4,14.9,92.9,0.01176396,96,1.099,45.6,3,120,10,0,0,0,0,0,,,
6,11,23,15.5,15,14.5,92.9,0.011414205,95,1.101,44.4,3,120,10,0,0,0,0,0,,,
6,11,24,15.2,14.8,14.3,92.9,0.011304112,96,1.103,43.8,3,90,10,0,0,0,0,0,,,
6,12,1,15.2,14.9,14.5,92.9,0.011421012,97,1.102,44.1,3,150,10,0,0,0,0,0,,,
6,12,2,15,14.7,14.3,92.9,0.011270405,97,1.103,43.5,3,100,10,0,0,0,0,0,,,
6,12,3,14.8,14.5,14.1,92.9,0.011121566,97,1.104,42.9,4,80,10,0,0,0,0,0,,,
6,12,4,14.7,14.4,14.0,92.8,0.011060057,97,1.104,42.7,2,90,10,0,0,0,0,0,,,
6,12,5,14.5,14.5,14.2,92.8,0.011257976,100,1.104,43.0,2,50,10,0,0,0,0,0,,,
6,12,6,14.7,14.6,14.3,92.8,0.011290913,99,1.103,43.2,3,30,9,0,0,0,0,0,,,
6,12,7,15.2,14.6,14.0,92.8,0.011084134,94,1.102,43.2,5,40,9,1,0,0,0,0,,,
6,12,8,15.2,14.6,14.0,92.8,0.011084134,94,1.102,43.2,4,30,10,158,65,11,20,53,,,
6,12,9,15.4,14.7,14.0,92.9,0.011104984,93,1.102,43.5,7,30,10,414,170,30,41,140,,,
6,12,10,15.6,14.6,13.8,93.0,0.010894024,90,1.103,43.2,5,30,10,628,258,45,52,213,,,
6,12,11,17.4,15.5,14.2,93.1,0.011195047,83,1.097,45.8,5,40,6,786,544,405,422,139,,,
6,12,12,19,16.2,14.4,93.0,0.011394697,76,1.089,47.9,6,30,3,876,707,590,591,117,,,
6,12,13,20.7,17.2,15.1,92.9,0.011957826,72,1.081,51.1,5,30,3,892,720,601,612,119,,,
6,12,14,22.4,18.1,15.7,92.9,0.012423765,67,1.074,54.0,3,360,1,833,698,583,641,115,,,
6,12,15,23,19,16.9,92.8,0.01340492,70,1.069,57.1,2,360,4,703,547,456,578,91,,,
6,12,16,24.1,19.2,16.7,92.7,0.013240464,64,1.064,57.8,2,300,5,511,378,306,480,73,,,
6,12,17,25,18.6,15.2,92.7,0.012046622,56,1.063,55.7,2,330,6,271,188,140,288,48,,,
6,12,18,23.6,18.4,15.6,92.7,0.012357495,62,1.067,55.0,1,240,5,34,25,21,52,5,,,
6,12,19,22.1,18,15.7,92.8,0.012431563,68,1.074,53.7,1,220,4,0,0,0,0,0,,,
6,12,20,21.4,18,16.1,92.8,0.012721996,73,1.076,53.7,2,210,1,0,0,0,0,0,,,
6,12,21,20.5,17.8,16.2,92.8,0.012832472,78,1.079,53.1,2,50,0,0,0,0,0,0,,,
6,12,22,19.7,17.4,16.0,92.9,0.012629268,81,1.083,51.7,4,30,0,0,0,0,0,0,,,
6,12,23,18.6,17.5,16.7,92.9,0.013215745,90,1.086,52.1,5,40,1,0,0,0,0,0,,,
6,12,24,18,17.5,17.0,92.9,0.013465442,95,1.088,52.1,2,60,0,0,0,0,0,0,,,
6,13,1,18,17.5,17.0,92.8,0.013480495,95,1.087,52.2,2,10,0,0,0,0,0,0,,,
6,13,2,17.6,17.2,16.7,92.8,0.013259545,96,1.089,51.2,0,0,0,0,0,0,0,0,,,
6,13,3,17.1,16.8,16.4,92.8,0.012958061,97,1.091,49.9,0,0,10,0,0,0,0,0,,,
6,13,4,16.5,16.5,16.2,92.8,0.012830604,100,1.094,49.0,0,0,10,0,0,0,0,0,,,
6,13,5,16,16,15.7,92.7,0.01243363,100,1.095,47.5,0,0,0,0,0,0,0,0,,,
6,13,6,15.5,15.5,15.2,92.7,0.012034404,100,1.098,45.9,0,0,10,0,0,0,0,0,,,
6,13,7,15.1,15.1,14.8,92.7,0.011723364,100,1.100,44.7,0,0,10,1,0,0,0,0,,,
6,13,8,13.1,13.1,12.8,92.7,0.010273839,100,1.110,39.0,0,0,10,156,49,3,5,46,,,
6,13,9,13.3,13.3,13.0,92.8,0.010399764,100,1.110,39.6,1,10,10,412,131,8,11,122,,,
6,13,10,14.8,14.8,14.5,92.9,0.011469644,100,1.104,43.8,2,30,10,627,198,13,15,186,,,
6,13,11,18.8,16.6,15.2,92.9,0.011986883,81,1.088,49.2,1,40,5,784,580,469,489,112,,,
6,13,12,21.8,18,15.9,92.8,0.012555998,70,1.075,53.7,3,20,9,874,432,142,142,290,,,
6,13,13,22.8,18,15.4,92.7,0.01215697,64,1.070,53.7,5,350,9,890,440,145,148,295,,,
6,13,14,24.1,18.5,15.5,92.7,0.012284598,60,1.066,55.4,5,270,10,832,341,60,66,281,,,
6,13,15,23.5,18,15.0,92.6,0.011882693,60,1.067,53.7,6,310,10,703,288,50,64,238,,,
6,13,16,24.7,18.7,15.6,92.5,0.012338755,58,1.061,56.1,7,290,10,511,210,37,58,173,,,
6,13,17,24.4,18.5,15.4,92.5,0.01219253,58,1.062,55.4,4,290,10,271,111,19,40,92,,,
6,13,18,23.4,18.4,15.7,92.5,0.012472414,63,1.065,55.1,3,280,10,34,14,2,6,12,,,
6,13,19,21.4,17.5,15.3,92.5,0.012113656,69,1.073,52.2,2,270,10,0,0,0,0,0,,,
6,13,20,20.5,17,14.9,92.6,0.011829825,72,1.078,50.5,3,320,10,0,0,0,0,0,,,
6,13,21,19.8,17,15.3,92.6,0.012119796,77,1.080,50.5,3,310,10,0,0,0,0,0,,,
6,13,22,19,16.5,14.9,92.6,0.011821666,79,1.084,49.0,2,310,10,0,0,0,0,0,,,
6,13,23,18.1,16,14.6,92.6,0.011576856,81,1.088,47.4,3,360,8,0,0,0,0,0,,,
6,13,24,17.5,15.8,14.6,92.6,0.011581512,85,1.090,46.8,2,330,6,0,0,0,0,0,,,
6,14,1,17.2,15.7,14.6,92.5,0.011597963,86,1.090,46.6,3,280,5,0,0,0,0,0,,,
6,14,2,16.4,15,14.0,92.5,0.01109314,87,1.094,44.5,3,310,10,0,0,0,0,0,,,
6,14,3,16.2,15,14.1,92.5,0.011175818,89,1.094,44.5,3,290,4,0,0,0,0,0,,,
6,14,4,16.3,15.1,14.2,92.5,0.011252497,89,1.094,44.8,3,280,9,0,0,0,0,0,,,
6,14,5,15.8,15,14.3,92.5,0.011341247,92,1.095,44.5,2,270,6,0,0,0,0,0,,,
6,14,6,14.7,14.3,13.8,92.5,0.01098199,96,1.100,42.5,4,240,9,0,0,0,0,0,,,
6,14,7,15,14.6,14.1,92.4,0.011216768,96,1.098,43.4,6,20,10,0,0,0,0,0,,,
6,14,8,15.4,15,14.5,92.4,0.01151964,96,1.095,44.5,3,330,9,154,76,25,44,51,,,
6,14,9,15.9,14.8,13.9,92.4,0.01107783,90,1.094,43.9,6,310,1,411,344,288,394,57,,,
6,14,10,17.5,15.5,14.1,92.5,0.011232815,82,1.089,45.9,3,340,0,625,525,439,506,87,,,
6,14,11,19.5,16.9,15.3,92.5,0.012131763,78,1.080,50.3,3,310,0,783,658,549,573,109,,,
6,14,12,22,18,15.8,92.5,0.012519793,69,1.070,53.8,4,310,1,873,732,611,612,121,,,
6,14,13,22.2,18.3,16.2,92.5,0.012836155,70,1.069,54.8,8,280,6,889,616,458,467,158,,,
6,14,14,23.5,18.9,16.5,92.3,0.013142777,66,1.062,56.9,6,290,8,831,473,233,257,240,,,
6,14,15,20.5,17.3,15.4,92.3,0.0122582,74,1.074,51.6,6,230,8,702,400,197,250,203,,,
6,14,16,23.4,18,15.1,92.2,0.011986707,61,1.063,53.9,5,270,5,511,378,306,479,73,,,
6,14,17,24,18.2,15.1,92.2,0.012004105,58,1.061,54.5,7,160,8,271,154,76,156,78,,,
6,14,18,22.8,17.5,14.5,92.2,0.011579704,61,1.066,52.2,6,170,10,35,14,2,6,12,,,
